
"Nombre";"Monto";"Titulo";
"Serge";"Staff";70779.0;
"Uno";"Senior Staff";97143.0;
"Masoud";"Senior Staff";118598.0;
"Jinpo";"Senior Staff";112613.0;
"Kwangsub";"Senior Staff";91066.0;
"Berthier";"Senior Staff";83323.0;
"Jayson";"Senior Staff";67831.0;
"Jingling";"Staff";65294.0;
"Paddy";"Senior Staff";105861.0;
"Sven";"Staff";90786.0;
"Kwangho";"Senior Staff";96675.0;
"Sanjit";"Senior Staff";110340.0;
"Dung";"Senior Staff";79668.0;
"Torsten";"Senior Staff";77112.0;
"Yishay";"Senior Staff";129848.0;
"Navin";"Staff";58941.0;
"Zhiguo";"Senior Staff";95528.0;
"Gregory";"Senior Staff";100423.0;
"Mizuhito";"Senior Staff";64956.0;
"Radhika";"Senior Staff";75084.0;
"Chanjung";"Senior Staff";115330.0;
"Srinidhi";"Senior Staff";65613.0;
"Froduald";"Senior Staff";85759.0;
"Lalit";"Staff";93929.0;
"Mara";"Senior Staff";75612.0;
"Elgin";"Senior Staff";102931.0;
"Vojin";"Staff";89621.0;
"Souichi";"Senior Staff";100163.0;
"Garnet";"Senior Staff";54920.0;
"Greger";"Senior Staff";62972.0;
"Aluzio";"Senior Staff";109836.0;
"Yucai";"Staff";85612.0;
"Zvonko";"Senior Staff";64614.0;
"Valeska";"Senior Staff";88040.0;
"Claude";"Senior Staff";90509.0;
"Denny";"Staff";55864.0;
"Jenwei";"Staff";98234.0;
"Xiping";"Senior Staff";86780.0;
"Yonghoan";"Staff";60517.0;
"Shahab";"Senior Staff";92901.0;
"Kerhong";"Senior Staff";56277.0;
"Danae";"Senior Staff";127042.0;
"Berhard";"Senior Staff";97359.0;
"Youssef";"Staff";97036.0;
"Dietrich";"Staff";88065.0;
"Mori";"Senior Staff";78326.0;
"Jiakeng";"Senior Staff";90890.0;
"Hideo";"Staff";58359.0;
"Mantis";"Staff";77436.0;
"Rafols";"Senior Staff";75819.0;
"Yakkov";"Staff";69547.0;
"Divier";"Senior Staff";80503.0;
"Steen";"Senior Staff";73785.0;
"Snehasis";"Senior Staff";102847.0;
"Yonghoan";"Senior Staff";98098.0;
"Kristine";"Senior Staff";121108.0;
"Zhigen";"Staff";74946.0;
"Shuji";"Staff";86486.0;
"Heekeun";"Senior Staff";113604.0;
"Ingemar";"Senior Staff";97432.0;
"Premal";"Staff";91380.0;
"Tonia";"Senior Staff";87665.0;
"Ipke";"Senior Staff";80895.0;
"Bodo";"Senior Staff";106455.0;
"Turgut";"Senior Staff";74797.0;
"Theron";"Senior Staff";74258.0;
"Kerryn";"Senior Staff";67551.0;
"Larisa";"Staff";84633.0;
"Sudhanshu";"Senior Staff";126931.0;
"Mohammad";"Senior Staff";109146.0;
"Hidefumi";"Senior Staff";73400.0;
"George";"Senior Staff";114491.0;
"Billur";"Senior Staff";87020.0;
"Sedat";"Senior Staff";69496.0;
"Waiman";"Senior Staff";84908.0;
"Akeel";"Staff";88901.0;
"Lein";"Senior Staff";76476.0;
"Van";"Senior Staff";131955.0;
"Shigehiro";"Staff";84196.0;
"Somnath";"Senior Staff";99210.0;
"Jiong";"Staff";60202.0;
"Pascal";"Senior Staff";96365.0;
"Haldun";"Senior Staff";109075.0;
"Babette";"Senior Staff";106900.0;
"Yonghoan";"Senior Staff";77300.0;
"Sigeru";"Senior Staff";125658.0;
"Zorica";"Staff";54554.0;
"Aria";"Senior Staff";93867.0;
"Ortrud";"Senior Staff";102502.0;
"Gully";"Senior Staff";61484.0;
"Valdiodio";"Senior Staff";135955.0;
"Oksana";"Staff";68302.0;
"Duke";"Senior Staff";94446.0;
"Martina";"Senior Staff";107488.0;
"Hercules";"Senior Staff";115465.0;
"Valery";"Senior Staff";87522.0;
"Domenico";"Senior Staff";103722.0;
"Baoqiu";"Senior Staff";90313.0;
"Slavian";"Senior Staff";97358.0;
"Aria";"Senior Staff";80336.0;
"Adas";"Staff";68174.0;
"Weicheng";"Senior Staff";97556.0;
"Zengping";"Staff";76933.0;
"Seongbae";"Senior Staff";93364.0;
"Billur";"Senior Staff";108900.0;
"Gaetan";"Senior Staff";90120.0;
"Vugranam";"Senior Staff";98692.0;
"Giri";"Staff";84824.0;
"Shunichi";"Senior Staff";109188.0;
"Xiaoshan";"Senior Staff";96154.0;
"Rimon";"Staff";87882.0;
"Jayson";"Senior Staff";114872.0;
"Mabry";"Senior Staff";72733.0;
"Mingdong";"Staff";71747.0;
"JiYoung";"Senior Staff";98767.0;
"Marke";"Senior Staff";107821.0;
"Premsyl";"Staff";102710.0;
"Kwan";"Senior Staff";80125.0;
"Badri";"Senior Staff";82873.0;
"Ewing";"Senior Staff";99835.0;
"Itzchak";"Senior Staff";90902.0;
"Arvind";"Senior Staff";87546.0;
"Xiaoshan";"Senior Staff";119988.0;
"Serap";"Senior Staff";88317.0;
"Hidekazu";"Senior Staff";67356.0;
"Yongmin";"Senior Staff";62422.0;
"Munir";"Senior Staff";101538.0;
"Rosine";"Staff";111529.0;
"Berni";"Senior Staff";117322.0;
"Goh";"Senior Staff";131112.0;
"Guadalupe";"Senior Staff";98979.0;
"Ottavia";"Senior Staff";70584.0;
"Lansing";"Staff";79574.0;
"Licheng";"Senior Staff";96511.0;
"Abdulla";"Senior Staff";89415.0;
"Yucai";"Senior Staff";101145.0;
"Conal";"Staff";94120.0;
"Saniya";"Senior Staff";80395.0;
"Takahiro";"Senior Staff";84901.0;
"Chenye";"Senior Staff";88799.0;
"Luisa";"Senior Staff";58263.0;
"Rosella";"Senior Staff";100866.0;
"Idoia";"Senior Staff";77051.0;
"Baziley";"Senior Staff";96900.0;
"Masanao";"Senior Staff";107418.0;
"Kazuyasu";"Staff";73341.0;
"Mitsuyuki";"Staff";87656.0;
"Nigel";"Senior Staff";83234.0;
"Goetz";"Senior Staff";81629.0;
"Ohad";"Senior Staff";78833.0;
"Karlis";"Senior Staff";60124.0;
"Theirry";"Staff";87208.0;
"Jeanne";"Senior Staff";121267.0;
"Prodip";"Senior Staff";88324.0;
"Yifei";"Senior Staff";89945.0;
"Hirochika";"Senior Staff";66097.0;
"Youssef";"Senior Staff";79729.0;
"Shaowen";"Senior Staff";70703.0;
"Ung";"Senior Staff";95508.0;
"Marsja";"Senior Staff";92124.0;
"Reinhold";"Senior Staff";94218.0;
"Fatemeh";"Senior Staff";107988.0;
"Eirik";"Senior Staff";85933.0;
"Jahangir";"Senior Staff";92149.0;
"Shin";"Senior Staff";81814.0;
"Sven";"Senior Staff";88678.0;
"Jolita";"Senior Staff";119074.0;
"Younwoo";"Senior Staff";104181.0;
"Selwyn";"Senior Staff";95910.0;
"Morris";"Senior Staff";103386.0;
"Isamu";"Senior Staff";101834.0;
"Hatsukazu";"Senior Staff";95348.0;
"Leaf";"Staff";109701.0;
"Yuuichi";"Senior Staff";93829.0;
"Hairong";"Staff";83147.0;
"Mabo";"Senior Staff";96155.0;
"Leen";"Staff";81806.0;
"Franziska";"Senior Staff";72333.0;
"Tamiya";"Staff";87253.0;
"Aris";"Senior Staff";92912.0;
"Ung";"Staff";51239.0;
"Hsiangchu";"Staff";81957.0;
"Berthier";"Staff";75753.0;
"Shichao";"Senior Staff";95890.0;
"Piyush";"Senior Staff";113053.0;
"Jinxi";"Senior Staff";86780.0;
"Arnould";"Staff";76863.0;
"Maya";"Staff";97559.0;
"Shounak";"Staff";85759.0;
"Udaiprakash";"Staff";86553.0;
"Ishfaq";"Staff";84771.0;
"Kankanahalli";"Senior Staff";86475.0;
"Noritoshi";"Senior Staff";101854.0;
"Reinhard";"Senior Staff";105487.0;
"Hein";"Senior Staff";83992.0;
"Dines";"Senior Staff";71914.0;
"Fumiya";"Staff";70213.0;
"Michaela";"Staff";61570.0;
"Lijia";"Senior Staff";110542.0;
"Kwan";"Staff";90166.0;
"Nakhoon";"Senior Staff";96446.0;
"Eishiro";"Staff";92579.0;
"Mandell";"Staff";75846.0;
"Sigeru";"Senior Staff";71698.0;
"Tze";"Staff";64307.0;
"Raimond";"Senior Staff";80975.0;
"Akeel";"Senior Staff";110201.0;
"Mang";"Senior Staff";100997.0;
"Dipayan";"Senior Staff";99266.0;
"Cedric";"Senior Staff";97992.0;
"Bojan";"Staff";87924.0;
"Ramachenga";"Senior Staff";76086.0;
"Danil";"Senior Staff";108285.0;
"Tomofumi";"Senior Staff";116922.0;
"Jaideep";"Senior Staff";85881.0;
"Tse";"Senior Staff";104626.0;
"Candida";"Senior Staff";105054.0;
"Shuji";"Senior Staff";104504.0;
"Uma";"Staff";76505.0;
"Bluma";"Senior Staff";68836.0;
"Navin";"Staff";92610.0;
"Yakkov";"Senior Staff";104868.0;
"Yurij";"Senior Staff";102203.0;
"Hidde";"Senior Staff";78030.0;
"Sigeru";"Staff";66785.0;
"Alejandra";"Senior Staff";122324.0;
"Margareta";"Senior Staff";104059.0;
"Saddek";"Senior Staff";64962.0;
"JoAnna";"Senior Staff";95447.0;
"Teunis";"Senior Staff";101512.0;
"Debaprosad";"Senior Staff";96927.0;
"Marin";"Senior Staff";84012.0;
"Halsur";"Staff";72884.0;
"Fai";"Staff";85951.0;
"Kensei";"Senior Staff";67971.0;
"Richara";"Senior Staff";77546.0;
"Tokuyasu";"Senior Staff";94368.0;
"Kotesh";"Senior Staff";83474.0;
"Ishfaq";"Senior Staff";103193.0;
"Kiyomitsu";"Senior Staff";100315.0;
"Brendon";"Staff";85096.0;
"Ulises";"Senior Staff";102914.0;
"Jacqueline";"Senior Staff";86900.0;
"Boaz";"Senior Staff";93023.0;
"Hairong";"Staff";63853.0;
"Hatem";"Senior Staff";100487.0;
"Dante";"Staff";82121.0;
"Manu";"Senior Staff";66668.0;
"Werner";"Senior Staff";126607.0;
"Fen";"Senior Staff";97869.0;
"Pantung";"Senior Staff";78254.0;
"Demin";"Staff";98404.0;
"Xinyu";"Staff";88374.0;
"Jaewon";"Senior Staff";71872.0;
"Youssef";"Staff";70933.0;
"Isamu";"Senior Staff";74739.0;
"Siamak";"Senior Staff";85216.0;
"Stevo";"Senior Staff";80245.0;
"Kankanahalli";"Senior Staff";94961.0;
"Shahaf";"Senior Staff";115047.0;
"Neven";"Senior Staff";105454.0;
"Marie";"Senior Staff";108128.0;
"Fumitake";"Senior Staff";84625.0;
"Anneli";"Staff";85835.0;
"Kazuhisa";"Senior Staff";105573.0;
"Naraig";"Senior Staff";73212.0;
"Kasturi";"Senior Staff";98503.0;
"Abdulah";"Staff";77223.0;
"Uri";"Senior Staff";80500.0;
"Hatsukazu";"Senior Staff";103032.0;
"Licheng";"Senior Staff";67049.0;
"Valdiodio";"Senior Staff";96705.0;
"Leucio";"Staff";79249.0;
"Matt";"Senior Staff";107108.0;
"Yuriy";"Senior Staff";105218.0;
"Kazuhide";"Senior Staff";76468.0;
"Bingning";"Senior Staff";108327.0;
"Shigeichiro";"Senior Staff";49176.0;
"Domenick";"Senior Staff";80107.0;
"Vojin";"Senior Staff";70265.0;
"Lillian";"Senior Staff";60036.0;
"Berhard";"Senior Staff";88183.0;
"Mohit";"Senior Staff";123155.0;
"Supot";"Senior Staff";103673.0;
"Fumiyo";"Senior Staff";117663.0;
"Shugo";"Senior Staff";95654.0;
"Marjo";"Senior Staff";96898.0;
"Murthy";"Senior Staff";95699.0;
"Hitomi";"Senior Staff";80490.0;
"Becky";"Senior Staff";86378.0;
"Sachar";"Senior Staff";95754.0;
"Hirochika";"Senior Staff";82520.0;
"Vitaly";"Senior Staff";116039.0;
"Chiradeep";"Staff";89668.0;
"Howell";"Senior Staff";115518.0;
"Irena";"Staff";56600.0;
"Nirmal";"Senior Staff";100700.0;
"Aamer";"Senior Staff";73210.0;
"Stevo";"Senior Staff";93465.0;
"Guozhong";"Staff";63690.0;
"Nikolaus";"Senior Staff";108589.0;
"Holgard";"Senior Staff";83065.0;
"Wayne";"Senior Staff";136102.0;
"Taisook";"Senior Staff";82679.0;
"Shmuel";"Senior Staff";100235.0;
"Mahmut";"Senior Staff";78136.0;
"Jiann";"Senior Staff";78223.0;
"Clyde";"Senior Staff";114017.0;
"Uzi";"Senior Staff";83776.0;
"Bader";"Senior Staff";65471.0;
"Shigehito";"Senior Staff";73467.0;
"Genevieve";"Staff";84311.0;
"Kwan";"Senior Staff";102525.0;
"Sudharsan";"Staff";77617.0;
"Xinglin";"Senior Staff";105711.0;
"Xiping";"Senior Staff";88166.0;
"Francesca";"Senior Staff";108067.0;
"Aemilian";"Staff";81864.0;
"Gadiel";"Senior Staff";77375.0;
"Visit";"Senior Staff";73846.0;
"Reuven";"Senior Staff";100379.0;
"Gopalakrishnan";"Staff";99237.0;
"Qunsheng";"Staff";69112.0;
"Morris";"Senior Staff";99946.0;
"Taisook";"Senior Staff";105310.0;
"Arfst";"Senior Staff";89508.0;
"Zhenhua";"Senior Staff";71719.0;
"Mohan";"Staff";58707.0;
"Ugo";"Senior Staff";76847.0;
"Premal";"Senior Staff";88958.0;
"Kannan";"Senior Staff";100820.0;
"Hongzhu";"Senior Staff";75013.0;
"Fan";"Senior Staff";101557.0;
"Jaques";"Senior Staff";100240.0;
"Theron";"Senior Staff";98573.0;
"Constantino";"Senior Staff";112490.0;
"Kshitij";"Senior Staff";76832.0;
"Mabhin";"Staff";102190.0;
"Ronghao";"Senior Staff";73542.0;
"Steen";"Senior Staff";135270.0;
"Gladys";"Senior Staff";102012.0;
"Filipp";"Senior Staff";88861.0;
"Sachio";"Senior Staff";62917.0;
"Candida";"Senior Staff";77658.0;
"Morris";"Staff";79717.0;
"Xinyu";"Senior Staff";60726.0;
"Marc";"Senior Staff";113006.0;
"Kenton";"Senior Staff";63150.0;
"Sadegh";"Senior Staff";70809.0;
"Lillian";"Staff";74766.0;
"Subhash";"Senior Staff";88516.0;
"Doohun";"Senior Staff";90828.0;
"Arun";"Staff";87734.0;
"Zorica";"Senior Staff";92377.0;
"Chriss";"Senior Staff";89769.0;
"Nahum";"Senior Staff";117714.0;
"Zhenbing";"Staff";69962.0;
"Ebbe";"Senior Staff";96069.0;
"Satyanarayana";"Senior Staff";92640.0;
"Hatim";"Senior Staff";131344.0;
"Thanasis";"Staff";83906.0;
"Keung";"Senior Staff";77030.0;
"Aimee";"Senior Staff";93592.0;
"Nimmagadda";"Staff";74334.0;
"Vidya";"Staff";115594.0;
"Kankanahalli";"Senior Staff";121508.0;
"Bluma";"Staff";76420.0;
"Leni";"Senior Staff";65694.0;
"Basem";"Staff";56979.0;
"Uzi";"Senior Staff";104553.0;
"Serenella";"Senior Staff";98348.0;
"Jianwen";"Senior Staff";92770.0;
"Perla";"Senior Staff";111264.0;
"Kristinn";"Senior Staff";86466.0;
"Pragnesh";"Staff";92949.0;
"Irene";"Senior Staff";97860.0;
"Bartek";"Senior Staff";104014.0;
"Kwun";"Senior Staff";115439.0;
"Toshiko";"Senior Staff";110218.0;
"Nagui";"Senior Staff";110012.0;
"Lenore";"Senior Staff";97256.0;
"Pranay";"Senior Staff";76008.0;
"Bernt";"Senior Staff";91834.0;
"Janalee";"Senior Staff";60849.0;
"Martina";"Staff";93726.0;
"Valery";"Senior Staff";83158.0;
"Tesuya";"Staff";78540.0;
"Jessie";"Senior Staff";104878.0;
"Hatsukazu";"Senior Staff";77301.0;
"Tremaine";"Staff";55377.0;
"Karsten";"Senior Staff";87412.0;
"Radoslaw";"Senior Staff";105234.0;
"Kristian";"Senior Staff";82808.0;
"Arvind";"Senior Staff";116481.0;
"Goa";"Staff";80208.0;
"Elliott";"Senior Staff";95703.0;
"Gully";"Senior Staff";85211.0;
"Muzhong";"Senior Staff";108485.0;
"Guangming";"Senior Staff";95493.0;
"Leaf";"Senior Staff";105769.0;
"Branimir";"Senior Staff";63098.0;
"Selwyn";"Senior Staff";75006.0;
"Qunsheng";"Staff";73809.0;
"Vatsa";"Senior Staff";76504.0;
"Ravishankar";"Staff";86635.0;
"Fayez";"Senior Staff";82177.0;
"Jessie";"Senior Staff";80558.0;
"Dulce";"Senior Staff";85106.0;
"Rafols";"Senior Staff";57129.0;
"Ronghao";"Staff";73781.0;
"Toshimi";"Senior Staff";111546.0;
"Mori";"Senior Staff";84706.0;
"Aloke";"Senior Staff";111072.0;
"Bezalel";"Senior Staff";66419.0;
"Huiqun";"Senior Staff";116244.0;
"Youpyo";"Senior Staff";105192.0;
"Aruna";"Senior Staff";105819.0;
"Froduald";"Staff";65148.0;
"Lorien";"Senior Staff";128294.0;
"Serenella";"Staff";64576.0;
"Rafail";"Senior Staff";97012.0;
"Persi";"Senior Staff";100979.0;
"Angel";"Staff";67221.0;
"Boaz";"Senior Staff";119737.0;
"Hironobu";"Senior Staff";82356.0;
"Bernd";"Staff";82693.0;
"Nahla";"Staff";75767.0;
"Guadalupe";"Staff";102994.0;
"Sachem";"Senior Staff";99053.0;
"Keung";"Senior Staff";109328.0;
"Brewster";"Senior Staff";102158.0;
"Odinaldo";"Senior Staff";83831.0;
"Lubomir";"Staff";51547.0;
"Masami";"Senior Staff";105329.0;
"Susanne";"Senior Staff";109071.0;
"Panayotis";"Senior Staff";73659.0;
"Heeju";"Staff";91132.0;
"Vasilis";"Senior Staff";79736.0;
"Djenana";"Staff";90786.0;
"Ult";"Senior Staff";88073.0;
"Parto";"Senior Staff";90012.0;
"Shakhar";"Senior Staff";87275.0;
"Kerhong";"Senior Staff";110719.0;
"Akeno";"Senior Staff";76501.0;
"Rafael";"Senior Staff";89036.0;
"Zeljko";"Staff";87796.0;
"Eldridge";"Senior Staff";100221.0;
"Heeju";"Staff";94844.0;
"Alagu";"Senior Staff";78456.0;
"Nahid";"Senior Staff";73694.0;
"Miyeon";"Staff";118591.0;
"Syozo";"Senior Staff";92250.0;
"Ebru";"Senior Staff";76352.0;
"Xiaoshan";"Staff";81259.0;
"Geraldo";"Senior Staff";102873.0;
"Dannz";"Senior Staff";103884.0;
"Werner";"Staff";81083.0;
"Marlo";"Staff";85954.0;
"Chaoyi";"Senior Staff";91456.0;
"Ger";"Senior Staff";88628.0;
"Uzi";"Senior Staff";99421.0;
"Izaskun";"Senior Staff";100206.0;
"Aamer";"Senior Staff";109791.0;
"Khaled";"Senior Staff";103123.0;
"Tiina";"Senior Staff";98561.0;
"Van";"Senior Staff";88720.0;
"Ennio";"Senior Staff";115132.0;
"Manibrata";"Senior Staff";110989.0;
"Radoslaw";"Senior Staff";90034.0;
"Sibyl";"Senior Staff";104298.0;
"Jiakeng";"Staff";79294.0;
"Parke";"Staff";83497.0;
"Guiseppe";"Senior Staff";81633.0;
"Kwan";"Senior Staff";65232.0;
"Sergi";"Senior Staff";106250.0;
"Sashi";"Senior Staff";116356.0;
"Perla";"Senior Staff";94266.0;
"Gro";"Senior Staff";108836.0;
"Badri";"Senior Staff";76223.0;
"Gretta";"Senior Staff";63947.0;
"Tamiya";"Senior Staff";100927.0;
"Billie";"Senior Staff";116060.0;
"Domenico";"Senior Staff";87418.0;
"Vitali";"Senior Staff";93600.0;
"Hyuncheol";"Senior Staff";56991.0;
"Mohammed";"Staff";76276.0;
"Surveyors";"Senior Staff";69118.0;
"Jungsoon";"Staff";111772.0;
"Chandrasekaran";"Senior Staff";114949.0;
"Basem";"Senior Staff";76911.0;
"Billur";"Senior Staff";62950.0;
"Jeong";"Senior Staff";90965.0;
"Neven";"Senior Staff";99488.0;
"Pranas";"Senior Staff";71433.0;
"Tomoyuki";"Senior Staff";74400.0;
"Barun";"Staff";72224.0;
"Eldridge";"Senior Staff";64623.0;
"Boaz";"Senior Staff";90205.0;
"Ortrun";"Senior Staff";81056.0;
"Roselyn";"Senior Staff";101365.0;
"Adamantios";"Senior Staff";105437.0;
"Fumitaka";"Staff";100532.0;
"Val";"Senior Staff";98397.0;
"Mori";"Staff";86737.0;
"Bangqing";"Staff";75788.0;
"Youngkon";"Senior Staff";111638.0;
"Idoia";"Senior Staff";98657.0;
"Remco";"Senior Staff";118640.0;
"Subhada";"Senior Staff";105332.0;
"Maren";"Senior Staff";104989.0;
"Heng";"Senior Staff";70545.0;
"Geoff";"Senior Staff";100509.0;
"Kristina";"Staff";77378.0;
"Jahangir";"Staff";63161.0;
"Rayond";"Senior Staff";72308.0;
"Khalil";"Senior Staff";61319.0;
"Horward";"Senior Staff";99736.0;
"Etsuo";"Senior Staff";128000.0;
"Satyanarayana";"Senior Staff";75000.0;
"Gino";"Staff";93602.0;
"Radhika";"Senior Staff";89728.0;
"Patricio";"Staff";77869.0;
"Divier";"Senior Staff";99070.0;
"Yonghong";"Senior Staff";98523.0;
"Sampalli";"Senior Staff";90809.0;
"Jiafu";"Staff";100905.0;
"Sumant";"Senior Staff";94624.0;
"Ulf";"Senior Staff";93074.0;
"Sumant";"Senior Staff";103325.0;
"Shuzo";"Staff";94598.0;
"Alassane";"Senior Staff";111559.0;
"Alair";"Senior Staff";98759.0;
"Basil";"Senior Staff";62932.0;
"Giap";"Staff";53828.0;
"Foong";"Senior Staff";74635.0;
"Gudjon";"Senior Staff";119851.0;
"Guoxiang";"Senior Staff";87735.0;
"Manu";"Senior Staff";70846.0;
"Elvia";"Staff";70622.0;
"Jianhua";"Senior Staff";90091.0;
"Szabolcs";"Senior Staff";101331.0;
"Nidapan";"Senior Staff";121344.0;
"Mechthild";"Senior Staff";116394.0;
"Vesna";"Staff";103388.0;
"Akhilish";"Senior Staff";116613.0;
"Arco";"Senior Staff";78769.0;
"Yinghua";"Staff";90013.0;
"Guther";"Senior Staff";86059.0;
"Falguni";"Senior Staff";84199.0;
"Laurentiu";"Senior Staff";124561.0;
"Rutger";"Senior Staff";106573.0;
"Shooichi";"Senior Staff";79438.0;
"Giri";"Senior Staff";91885.0;
"Phuoc";"Senior Staff";76584.0;
"Susumu";"Staff";75097.0;
"Oddvar";"Staff";86444.0;
"Renny";"Senior Staff";77952.0;
"Elliott";"Senior Staff";106874.0;
"Yuriy";"Senior Staff";87301.0;
"Yahiko";"Senior Staff";103780.0;
"Sanjeeva";"Staff";75870.0;
"Pramod";"Senior Staff";91686.0;
"Rasikan";"Senior Staff";100164.0;
"Ashish";"Senior Staff";88042.0;
"Ger";"Senior Staff";79984.0;
"Achilleas";"Senior Staff";89758.0;
"Abdelkader";"Senior Staff";82439.0;
"Lakshmi";"Staff";75513.0;
"Krister";"Senior Staff";102850.0;
"Arfst";"Senior Staff";117532.0;
"Owen";"Senior Staff";81554.0;
"Mani";"Staff";91725.0;
"Shim";"Senior Staff";105395.0;
"Mikhail";"Senior Staff";105997.0;
"Barry";"Senior Staff";88919.0;
"Selwyn";"Senior Staff";64847.0;
"Jiakeng";"Senior Staff";81130.0;
"Yuqun";"Senior Staff";89234.0;
"Indrajit";"Senior Staff";72616.0;
"Tua";"Staff";86052.0;
"Shirish";"Senior Staff";139014.0;
"Babette";"Senior Staff";101155.0;
"Hyuckchul";"Senior Staff";99717.0;
"Shirish";"Senior Staff";104508.0;
"Sven";"Senior Staff";104536.0;
"Chuanyi";"Senior Staff";76360.0;
"Patricio";"Senior Staff";91718.0;
"Ewing";"Staff";56007.0;
"Peer";"Staff";63908.0;
"Teiji";"Staff";95128.0;
"Berry";"Senior Staff";129547.0;
"Renee";"Senior Staff";86885.0;
"Trygve";"Senior Staff";127315.0;
"Amstein";"Senior Staff";117546.0;
"Pramod";"Senior Staff";91801.0;
"Shunichi";"Senior Staff";87701.0;
"Caolyn";"Senior Staff";90963.0;
"Valeri";"Staff";79856.0;
"Djenana";"Senior Staff";110940.0;
"Remzi";"Senior Staff";105806.0;
"Uta";"Senior Staff";86675.0;
"Rutger";"Senior Staff";82087.0;
"Stabislas";"Staff";82813.0;
"Qiwen";"Senior Staff";111704.0;
"Kannan";"Senior Staff";87566.0;
"Feiyu";"Senior Staff";99759.0;
"Yurii";"Senior Staff";73765.0;
"Herb";"Senior Staff";95233.0;
"Masasuke";"Senior Staff";64625.0;
"Rimli";"Senior Staff";102638.0;
"Jacqueline";"Senior Staff";72091.0;
"Gladys";"Staff";96524.0;
"Serap";"Senior Staff";102250.0;
"Badri";"Senior Staff";81237.0;
"Sumant";"Senior Staff";105393.0;
"Christophe";"Senior Staff";73902.0;
"Fai";"Staff";75996.0;
"Sachio";"Senior Staff";70054.0;
"Sailaja";"Staff";72223.0;
"Younwoo";"Staff";80875.0;
"Youjian";"Senior Staff";110459.0;
"Herbert";"Staff";91089.0;
"Eran";"Staff";98760.0;
"Snehasis";"Senior Staff";83102.0;
"Edwin";"Senior Staff";107575.0;
"Janalee";"Senior Staff";69802.0;
"Augustine";"Senior Staff";94771.0;
"Souichi";"Staff";82464.0;
"Moss";"Senior Staff";83538.0;
"Duke";"Senior Staff";97163.0;
"Kristian";"Staff";83848.0;
"Zijian";"Staff";46591.0;
"Hitomi";"Staff";76915.0;
"Sadun";"Senior Staff";96211.0;
"Radoslaw";"Senior Staff";74471.0;
"Jaroslava";"Senior Staff";75962.0;
"Manton";"Senior Staff";95729.0;
"Szabolcs";"Senior Staff";91472.0;
"Xuedong";"Senior Staff";105317.0;
"Gurbir";"Senior Staff";87085.0;
"Hideo";"Senior Staff";98191.0;
"Lillian";"Staff";83047.0;
"Berry";"Senior Staff";57131.0;
"Yonghoan";"Senior Staff";75310.0;
"Larisa";"Staff";88794.0;
"Bernice";"Senior Staff";86656.0;
"Juichirou";"Senior Staff";76143.0;
"Xianlong";"Senior Staff";115027.0;
"Bodh";"Senior Staff";94376.0;
"Lucien";"Senior Staff";130518.0;
"Zengping";"Senior Staff";121124.0;
"Djenana";"Senior Staff";55679.0;
"Chriss";"Senior Staff";113913.0;
"Shaz";"Staff";72043.0;
"Willard";"Senior Staff";133630.0;
"Yahiko";"Senior Staff";59697.0;
"Krassimir";"Senior Staff";70303.0;
"Berry";"Senior Staff";117928.0;
"Wanqing";"Senior Staff";75203.0;
"Anyuan";"Senior Staff";97368.0;
"Along";"Staff";82658.0;
"Arco";"Senior Staff";101762.0;
"Kazuhisa";"Senior Staff";94326.0;
"Mihalis";"Senior Staff";97359.0;
"Ramzi";"Senior Staff";112859.0;
"Arvin";"Senior Staff";66880.0;
"Yannis";"Senior Staff";133012.0;
"Arno";"Senior Staff";98393.0;
"Van";"Senior Staff";112621.0;
"Luise";"Staff";68082.0;
"Monique";"Senior Staff";79792.0;
"Valeska";"Senior Staff";60643.0;
"Mani";"Staff";88137.0;
"Kristian";"Senior Staff";84449.0;
"Dannz";"Senior Staff";69699.0;
"Alexius";"Senior Staff";58871.0;
"Gritta";"Staff";79435.0;
"Fen";"Senior Staff";99856.0;
"Caolyn";"Senior Staff";91015.0;
"Chandrasekaran";"Staff";59726.0;
"Kristen";"Staff";81615.0;
"Arun";"Senior Staff";125221.0;
"Jongsuk";"Staff";86690.0;
"Adit";"Senior Staff";66853.0;
"Berry";"Senior Staff";85859.0;
"Shigehiro";"Senior Staff";66351.0;
"Suebskul";"Senior Staff";107375.0;
"Yoshimitsu";"Staff";85614.0;
"Jaber";"Staff";96055.0;
"Anneli";"Senior Staff";87905.0;
"Xiadong";"Senior Staff";90396.0;
"Luisa";"Senior Staff";109754.0;
"Anwar";"Senior Staff";81948.0;
"Wilmer";"Senior Staff";60819.0;
"Divine";"Senior Staff";83043.0;
"Halsur";"Senior Staff";72294.0;
"Saeko";"Senior Staff";71970.0;
"Rafail";"Senior Staff";103335.0;
"Manu";"Senior Staff";79358.0;
"Kellie";"Staff";88753.0;
"Basem";"Senior Staff";96869.0;
"Kankanahalli";"Senior Staff";66623.0;
"Fai";"Senior Staff";70546.0;
"Kankanahalli";"Senior Staff";97099.0;
"Vitali";"Senior Staff";97966.0;
"Mizuhito";"Senior Staff";125618.0;
"Kazuhiko";"Senior Staff";109608.0;
"Barna";"Senior Staff";91368.0;
"Lokesh";"Senior Staff";102063.0;
"Yolla";"Senior Staff";89628.0;
"Gaurav";"Staff";56838.0;
"Deborah";"Staff";116976.0;
"Steen";"Staff";51099.0;
